0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
9.5324,11,1	-0.3266,0,0.1062,0,277.895,0,1,1,1	-0.3266,0,0.1062,0,277.895,0,1,1,1	-0.3266,0,0.1062,0,277.895,0,1,1,1	-0.3266,0,0.1062,0,277.895,0,1,1,1	-0.3268,0.7773,0.1245,358.7571,7.3833,269.0942,1,1,1	-0.3261,0.8222,0.1234,358.7572,7.3835,274.0487,1,1,1	-0.3364,0.7757,0.0508,2.5165,185.5362,98.3131,1,1,1	-0.437,0.4299,0.0388,2.6609,180.2251,106.6759,1,1,1	-0.3534,0.1082,0.0223,0.7495,163.7196,91.1954,1,1,1	-0.4611,0.025,-0.008,0.4329,163.7179,359.3996,1,1,1	-0.3173,0.7789,0.1982,353.7892,190.0952,87.4753,1,1,1	-0.3496,0.4203,0.2,355.3743,201.4533,102.6075,1,1,1	-0.2482,0.1035,0.1662,359.3212,221.4,89.8808,1,1,1	-0.3313,0.0177,0.2381,0.308,221.3496,354.2749,1,1,1	-0.3114,0.9703,0.1183,2.0297,6.4699,282.7322,1,1,1	-0.3171,1.099,0.1235,0.7906,5.9921,282.6874,1,1,1	-0.323,1.2278,0.1259,0.7906,5.9921,267.6874,1,1,1	-0.3601,1.32,0.1311,0.16,11.7317,271.1087,1,1,1	-0.3258,1.2281,0.1001,294.1395,331.4445,125.4738,1,1,1	-0.3286,1.1652,-0.0099,289.6277,241.9979,230.7911,1,1,1	-0.2786,0.9292,-0.0587,294.1331,255.0125,231.8953,1,1,1	-0.2873,0.7689,-0.0773,18.5513,293.1245,184.4972,1,1,1	-0.3204,1.2274,0.1518,68.3669,44.5757,129.9301,1,1,1	-0.3009,1.1587,0.2566,69.6792,136.8642,235.5022,1,1,1	-0.2429,0.9212,0.2846,65.9722,123.4151,234.7708,1,1,1	-0.2482,0.7607,0.3023,342.0319,81.4008,185.0666,1,1,1
9.5856,11,1	-0.3312,0,0.1062,0,277.5558,0,1,1,1	-0.3312,0,0.1062,0,277.5558,0,1,1,1	-0.3312,0,0.1062,0,277.5558,0,1,1,1	-0.3312,0,0.1062,0,277.5558,0,1,1,1	-0.3287,0.7754,0.1265,358.7046,7.4433,269.4442,1,1,1	-0.3283,0.8204,0.1254,358.7046,7.4435,274.3987,1,1,1	-0.3384,0.7737,0.0528,2.1394,185.0203,101.3191,1,1,1	-0.4568,0.4339,0.039,2.6111,177.9819,108.0612,1,1,1	-0.3805,0.1105,0.0253,1.5505,160.2088,93.9793,1,1,1	-0.4901,0.0329,-0.0119,1.2657,160.193,2.3612,1,1,1	-0.3191,0.7771,0.2002,353.5573,190.7199,86.6787,1,1,1	-0.3467,0.4182,0.1999,355.1061,202.134,101.6818,1,1,1	-0.2416,0.1031,0.1618,359.3065,221.4086,89.7059,1,1,1	-0.3245,0.017,0.2335,0.3076,221.3537,354.0169,1,1,1	-0.3145,0.9685,0.1202,2.1722,6.1292,283.0338,1,1,1	-0.3208,1.0972,0.1258,0.7984,5.4367,282.9138,1,1,1	-0.3273,1.2259,0.1282,0.7984,5.4367,267.9138,1,1,1	-0.3648,1.318,0.1331,0.2199,11.2104,271.287,1,1,1	-0.3298,1.2262,0.1023,294.4736,331.0919,125.4192,1,1,1	-0.3317,1.1639,-0.008,290.1523,242.6328,228.8723,1,1,1	-0.2775,0.9289,-0.0571,294.3915,254.6277,231.1332,1,1,1	-0.285,0.7687,-0.0765,19.4136,292.4245,184.2047,1,1,1	-0.3249,1.2255,0.1542,68.1659,43.6182,129.8154,1,1,1	-0.3069,1.1572,0.2594,70.4654,135.9617,235.4295,1,1,1	-0.2515,0.9195,0.2906,67.2265,122.8036,235.4125,1,1,1	-0.2605,0.7592,0.3095,343.1859,80.0752,183.7312,1,1,1
9.6364,11,1	-0.3366,0,0.1062,0,277.2619,0,1,1,1	-0.3366,0,0.1062,0,277.2619,0,1,1,1	-0.3366,0,0.1062,0,277.2619,0,1,1,1	-0.3366,0,0.1062,0,277.2619,0,1,1,1	-0.3322,0.7734,0.1283,358.744,7.3596,269.6774,1,1,1	-0.332,0.8184,0.1272,358.7441,7.3598,274.6319,1,1,1	-0.3417,0.7718,0.0545,1.7541,184.7215,103.7763,1,1,1	-0.4746,0.4376,0.0389,2.5907,177.0773,108.6185,1,1,1	-0.4013,0.1137,0.0262,2.8989,158.7643,95.723,1,1,1	-0.5127,0.0396,-0.0131,2.6866,158.7452,4.5132,1,1,1	-0.3227,0.775,0.202,353.4587,191.1851,86.1375,1,1,1	-0.3472,0.4161,0.2006,355.0145,202.7403,100.6429,1,1,1	-0.2374,0.1032,0.159,359.3563,221.5528,89.3546,1,1,1	-0.3197,0.0164,0.2306,0.3698,221.4904,353.5935,1,1,1	-0.3187,0.9666,0.1223,2.1611,5.9059,283.39,1,1,1	-0.3259,1.0952,0.1279,0.7928,5.1446,283.1273,1,1,1	-0.3329,1.2239,0.1303,0.7928,5.1446,268.1273,1,1,1	-0.3707,1.3158,0.135,0.2729,10.9704,271.5231,1,1,1	-0.3353,1.2242,0.1044,294.6806,330.627,125.6573,1,1,1	-0.3365,1.1622,-0.0061,290.5847,242.6897,227.6553,1,1,1	-0.279,0.9279,-0.0549,294.5998,253.9372,230.4165,1,1,1	-0.2852,0.7677,-0.0751,20.0867,291.2046,183.5708,1,1,1	-0.3306,1.2235,0.1562,68.0292,43.2816,129.9649,1,1,1	-0.3133,1.1554,0.2617,71.0289,135.1577,234.9937,1,1,1	-0.2593,0.9176,0.2954,68.1203,122.3884,235.5693,1,1,1	-0.2707,0.7577,0.3154,344.1354,79.4524,182.6687,1,1,1
9.6899,11,1	-0.3431,0,0.1062,0,276.9661,0,1,1,1	-0.3431,0,0.1062,0,276.9661,0,1,1,1	-0.3431,0,0.1062,0,276.9661,0,1,1,1	-0.3431,0,0.1062,0,276.9661,0,1,1,1	-0.3375,0.7711,0.13,358.7473,7.2864,269.7137,1,1,1	-0.3373,0.8161,0.129,358.7474,7.2866,274.6682,1,1,1	-0.3469,0.7695,0.0563,1.6766,184.5011,105.2142,1,1,1	-0.4881,0.4388,0.0402,2.6657,176.6873,108.6752,1,1,1	-0.415,0.1148,0.0285,3.2562,158.4242,96.1123,1,1,1	-0.5268,0.0416,-0.0113,3.1062,158.4093,5.2563,1,1,1	-0.3281,0.7727,0.2038,353.4579,191.6105,85.8425,1,1,1	-0.3507,0.414,0.2022,355.0786,203.346,99.2317,1,1,1	-0.2343,0.1044,0.157,359.531,221.8158,88.583,1,1,1	-0.3152,0.0161,0.2284,0.5339,221.7409,352.8773,1,1,1	-0.3241,0.9643,0.1241,2.1555,5.777,283.6609,1,1,1	-0.3319,1.0929,0.1297,0.7713,4.9425,283.2908,1,1,1	-0.3393,1.2216,0.1321,0.7713,4.9425,268.2907,1,1,1	-0.3774,1.3134,0.1366,0.4077,10.9428,271.8096,1,1,1	-0.3416,1.2219,0.1062,294.7645,330.082,126.0147,1,1,1	-0.3422,1.1598,-0.0043,290.8849,242.0118,226.9505,1,1,1	-0.282,0.926,-0.052,294.6392,252.8087,229.6842,1,1,1	-0.2872,0.7659,-0.0732,20.359,289.4375,181.9472,1,1,1	-0.3371,1.2212,0.158,67.9376,43.1373,130.1475,1,1,1	-0.3202,1.1531,0.2636,71.4607,134.2154,234.1907,1,1,1	-0.2669,0.9156,0.2995,68.8145,121.9337,235.3761,1,1,1	-0.28,0.7559,0.3206,344.7827,79.1301,181.8658,1,1,1
9.7439,11,1	-0.3507,0,0.1062,0,276.6638,0,1,1,1	-0.3507,0,0.1062,0,276.6638,0,1,1,1	-0.3507,0,0.1062,0,276.6638,0,1,1,1	-0.3507,0,0.1062,0,276.6638,0,1,1,1	-0.3461,0.7689,0.1315,358.7231,7.4129,269.625,1,1,1	-0.3458,0.8138,0.1305,358.7232,7.4131,274.5795,1,1,1	-0.3557,0.7672,0.0578,1.9668,184.5974,105.0303,1,1,1	-0.4957,0.4359,0.0436,2.9199,176.5183,108.4076,1,1,1	-0.4211,0.1122,0.0335,1.9997,158.3017,95.1864,1,1,1	-0.5311,0.037,-0.0074,1.7975,158.2854,4.035,1,1,1	-0.3365,0.7705,0.2052,353.5686,192.0122,85.723,1,1,1	-0.3583,0.4122,0.2043,355.3447,203.835,97.4382,1,1,1	-0.2329,0.107,0.1559,359.8322,222.1857,87.2787,1,1,1	-0.3115,0.0163,0.2268,0.794,222.0938,351.7967,1,1,1	-0.3324,0.962,0.1254,2.2092,5.7153,283.4489,1,1,1	-0.3397,1.0906,0.1311,0.697,4.7389,283.2155,1,1,1	-0.347,1.2193,0.1333,0.697,4.7389,268.2155,1,1,1	-0.385,1.3112,0.1376,0.7314,11.0929,271.9131,1,1,1	-0.3492,1.2196,0.1073,294.6911,329.8006,126.0173,1,1,1	-0.3493,1.1574,-0.0031,291.0467,241.0261,226.9416,1,1,1	-0.2877,0.9237,-0.0494,294.6269,251.7324,229.526,1,1,1	-0.2924,0.7636,-0.0709,20.302,288.2764,180.7406,1,1,1	-0.3449,1.219,0.1592,68.0191,42.7148,129.9648,1,1,1	-0.3286,1.1509,0.2648,71.7573,133.2581,233.1463,1,1,1	-0.2752,0.9136,0.3026,69.3245,121.5397,234.9057,1,1,1	-0.2892,0.7541,0.3248,344.9754,79.1319,181.4678,1,1,1
9.7939,11,1	-0.3583,0,0.1062,0,276.4087,0,1,1,1	-0.3583,0,0.1062,0,276.4087,0,1,1,1	-0.3583,0,0.1062,0,276.4087,0,1,1,1	-0.3583,0,0.1062,0,276.4087,0,1,1,1	-0.3553,0.7673,0.1327,358.8586,7.3864,269.5134,1,1,1	-0.3549,0.8122,0.1317,358.8586,7.3866,274.4679,1,1,1	-0.3648,0.7658,0.0589,2.4029,185.3655,104.0821,1,1,1	-0.4993,0.4321,0.0487,2.9533,177.3725,108.2286,1,1,1	-0.4239,0.1085,0.0377,0.72,158.7915,93.1698,1,1,1	-0.5311,0.0292,-0.0028,0.4754,158.7809,1.7808,1,1,1	-0.3457,0.7687,0.2064,353.7891,192.1871,86.0739,1,1,1	-0.3693,0.411,0.2074,355.7416,204.1212,95.5067,1,1,1	-0.234,0.111,0.1565,0.3221,222.5456,85.5423,1,1,1	-0.3096,0.0172,0.2266,1.2167,222.4355,350.4271,1,1,1	-0.3412,0.9604,0.127,1.8062,5.5673,283.0153,1,1,1	-0.3476,1.0891,0.1317,0.5134,4.6991,282.961,1,1,1	-0.3543,1.2178,0.1334,0.5134,4.6991,267.961,1,1,1	-0.392,1.3099,0.1373,0.9743,11.3051,271.7797,1,1,1	-0.3565,1.218,0.1074,294.4526,329.9696,125.7392,1,1,1	-0.3567,1.1556,-0.0028,291.0616,240.2736,227.4592,1,1,1	-0.2952,0.9216,-0.0482,294.566,251.083,229.9407,1,1,1	-0.3001,0.7615,-0.0693,20.0052,288.0725,180.4144,1,1,1	-0.3522,1.2176,0.1593,68.1608,42.137,129.3784,1,1,1	-0.3363,1.1495,0.265,71.9627,132.9777,232.293,1,1,1	-0.2824,0.9124,0.3036,69.7051,121.6306,234.2323,1,1,1	-0.2967,0.7532,0.3271,344.818,79.8114,181.0244,1,1,1
9.8483,11,1	-0.3664,0,0.1062,0,276.1405,0,1,1,1	-0.3664,0,0.1062,0,276.1405,0,1,1,1	-0.3664,0,0.1062,0,276.1405,0,1,1,1	-0.3664,0,0.1062,0,276.1405,0,1,1,1	-0.3648,0.766,0.1331,359.165,7.2451,269.3983,1,1,1	-0.3643,0.811,0.1324,359.1651,7.2453,274.3528,1,1,1	-0.3742,0.7649,0.0594,2.9507,186.5921,103.0532,1,1,1	-0.5025,0.4287,0.0546,2.8847,179.0116,107.8182,1,1,1	-0.4252,0.1057,0.0411,359.6019,160.0021,90.8468,1,1,1	-0.5296,0.0218,0.0025,359.3424,160.0016,359.3748,1,1,1	-0.3554,0.7671,0.2069,354.1873,192.2173,87.3183,1,1,1	-0.386,0.4105,0.212,356.3659,204.3658,92.9612,1,1,1	-0.2377,0.1177,0.1586,1.082,223.1806,82.6399,1,1,1	-0.308,0.0188,0.2271,1.873,223.0462,348.0849,1,1,1	-0.3502,0.9592,0.1284,1.1681,5.5253,282.5596,1,1,1	-0.3558,1.0879,0.1316,0.1503,4.8287,282.6412,1,1,1	-0.3618,1.2167,0.1324,0.1503,4.8286,267.6412,1,1,1	-0.399,1.3089,0.1358,1.1074,11.7855,271.3912,1,1,1	-0.364,1.2167,0.1065,294.0024,330.1814,125.6072,1,1,1	-0.3647,1.1536,-0.0034,291.0573,239.689,228.4062,1,1,1	-0.3042,0.9192,-0.0478,294.5713,250.7406,230.8123,1,1,1	-0.3096,0.759,-0.068,19.5102,288.6684,180.9569,1,1,1	-0.3597,1.2166,0.1584,68.1697,41.2404,128.2843,1,1,1	-0.3439,1.1489,0.2643,71.9987,132.7246,231.2617,1,1,1	-0.2887,0.9122,0.3033,69.9013,121.8567,233.4773,1,1,1	-0.3027,0.7531,0.328,344.3917,80.7363,180.7115,1,1,1
9.9017,11,1	-0.3749,0,0.1062,0,275.8438,0,1,1,1	-0.3749,0,0.1062,0,275.8438,0,1,1,1	-0.3749,0,0.1062,0,275.8438,0,1,1,1	-0.3749,0,0.1062,0,275.8438,0,1,1,1	-0.3744,0.7654,0.1322,359.4805,7.2279,269.2223,1,1,1	-0.3737,0.8104,0.1317,359.4806,7.2281,274.1768,1,1,1	-0.3837,0.7647,0.0585,3.4866,187.3056,101.8711,1,1,1	-0.5048,0.4257,0.0577,3.039,180.0096,106.9492,1,1,1	-0.4228,0.1039,0.0437,359.2379,160.9904,89.3452,1,1,1	-0.5256,0.0171,0.007,358.9938,160.9962,357.9608,1,1,1	-0.365,0.7661,0.206,354.9325,192.0415,90.7315,1,1,1	-0.4151,0.4121,0.2201,357.3706,204.3569,89.4321,1,1,1	-0.2485,0.1299,0.1646,2.6173,223.9979,77.0374,1,1,1	-0.3085,0.022,0.2293,3.1701,223.8539,343.7904,1,1,1	-0.359,0.9585,0.1285,0.6913,5.7073,282.2803,1,1,1	-0.364,1.0873,0.1306,359.7591,5.0485,282.3969,1,1,1	-0.3696,1.2161,0.1305,359.7592,5.0485,267.3969,1,1,1	-0.4065,1.3085,0.1334,1.1828,12.6399,270.8787,1,1,1	-0.372,1.216,0.1046,293.5324,330.2757,125.7135,1,1,1	-0.3732,1.152,-0.0048,290.8771,238.9817,229.472,1,1,1	-0.3143,0.9171,-0.0486,294.3832,250.5303,231.5409,1,1,1	-0.3207,0.7568,-0.0681,18.7031,289.4208,181.2255,1,1,1	-0.3674,1.2162,0.1565,68.0648,40.3556,127.1633,1,1,1	-0.3516,1.1491,0.2628,71.5215,131.9437,230.2239,1,1,1	-0.294,0.9129,0.3012,69.5904,122.0877,233.6953,1,1,1	-0.3073,0.7537,0.3253,343.9414,80.7237,181.4474,1,1,1
9.9521,11,1	-0.3824,0,0.1062,0,275.654,0,1,1,1	-0.3824,0,0.1062,0,275.654,0,1,1,1	-0.3824,0,0.1062,0,275.654,0,1,1,1	-0.3824,0,0.1062,0,275.654,0,1,1,1	-0.3822,0.7653,0.1309,359.6375,7.3427,269.0965,1,1,1	-0.3814,0.8102,0.1306,359.6375,7.3429,274.051,1,1,1	-0.3917,0.7648,0.0572,3.8696,187.6936,100.9663,1,1,1	-0.5072,0.4238,0.0589,3.1933,180.3068,106.2947,1,1,1	-0.4216,0.1029,0.0452,359.3859,161.1338,89.1537,1,1,1	-0.5243,0.0157,0.0092,359.1058,161.1418,357.5647,1,1,1	-0.3727,0.7657,0.2047,355.4686,191.7912,93.366,1,1,1	-0.438,0.4145,0.2254,357.9622,203.8893,87.8892,1,1,1	-0.2628,0.1373,0.171,4.2416,223.6609,72.8845,1,1,1	-0.3149,0.0235,0.2323,4.8469,223.4526,339.2379,1,1,1	-0.3664,0.9584,0.1277,0.5369,5.8995,282.2085,1,1,1	-0.3713,1.0871,0.1294,359.5765,5.2229,282.2294,1,1,1	-0.3765,1.216,0.1289,359.5765,5.2229,267.2294,1,1,1	-0.4131,1.3085,0.1316,1.085,13.1609,270.7081,1,1,1	-0.3789,1.2157,0.103,293.2823,330.4998,125.6486,1,1,1	-0.3806,1.1514,-0.0062,290.6029,238.3006,230.4468,1,1,1	-0.3236,0.9159,-0.0496,294.0726,250.2616,232.1384,1,1,1	-0.3311,0.7556,-0.0686,18.3003,289.9963,182.0377,1,1,1	-0.3742,1.2161,0.1548,68.1209,39.8707,126.559,1,1,1	-0.3585,1.1491,0.2613,71.1377,131.7103,229.8667,1,1,1	-0.2993,0.9132,0.2989,69.3537,122.6516,234.2337,1,1,1	-0.3123,0.7539,0.3222,343.5668,80.8324,182.0967,1,1,1
10.0064,11,1	-0.3893,0,0.1062,0,275.4207,0,1,1,1	-0.3893,0,0.1062,0,275.4207,0,1,1,1	-0.3893,0,0.1062,0,275.4207,0,1,1,1	-0.3893,0,0.1062,0,275.4207,0,1,1,1	-0.3895,0.7658,0.1285,359.8176,7.4152,268.9571,1,1,1	-0.3886,0.8108,0.1283,359.8177,7.4154,273.9116,1,1,1	-0.3991,0.7656,0.0548,4.4044,188.0872,99.634,1,1,1	-0.5063,0.4219,0.0595,3.4723,180.5706,105.6829,1,1,1	-0.4174,0.1017,0.0469,359.7658,161.174,89.3824,1,1,1	-0.5205,0.015,0.0114,359.4005,161.1846,357.3094,1,1,1	-0.3799,0.7661,0.2023,355.9994,191.439,95.9457,1,1,1	-0.46,0.4183,0.2291,358.5449,203.2135,87.1307,1,1,1	-0.2797,0.1438,0.1779,5.9838,222.7451,70.137,1,1,1	-0.3261,0.0266,0.2375,6.7018,222.4521,335.7095,1,1,1	-0.3732,0.9589,0.1258,0.3144,6.1228,282.0829,1,1,1	-0.3778,1.0877,0.127,359.4622,5.5333,282.0581,1,1,1	-0.3827,1.2165,0.1262,359.4622,5.5333,267.0581,1,1,1	-0.419,1.3092,0.1289,0.8797,13.7701,270.6083,1,1,1	-0.3853,1.2163,0.1003,293.0316,330.938,125.5267,1,1,1	-0.3878,1.1515,-0.0086,290.3148,237.9223,231.977,1,1,1	-0.3338,0.9153,-0.0518,293.782,250.1352,233.5993,1,1,1	-0.343,0.755,-0.0694,17.5833,291.2473,183.6414,1,1,1	-0.3803,1.2167,0.1521,68.2778,39.6516,126.1073,1,1,1	-0.3645,1.1497,0.2585,70.5989,131.7167,229.6551,1,1,1	-0.3033,0.9141,0.2947,68.8797,123.2447,234.7523,1,1,1	-0.3154,0.7544,0.3168,342.8927,80.9361,182.948,1,1,1
10.0586,11,1	-0.3964,0,0.1062,0,275.1912,0,1,1,1	-0.3964,0,0.1062,0,275.1912,0,1,1,1	-0.3964,0,0.1062,0,275.1912,0,1,1,1	-0.3964,0,0.1062,0,275.1912,0,1,1,1	-0.3973,0.7673,0.125,359.9356,7.2956,268.8456,1,1,1	-0.3963,0.8123,0.1249,359.9357,7.2959,273.8001,1,1,1	-0.4068,0.7673,0.0513,5.0134,188.3418,98.0476,1,1,1	-0.504,0.4205,0.059,3.8769,180.9322,105.2855,1,1,1	-0.4129,0.1008,0.048,0.025,161.518,89.6954,1,1,1	-0.5168,0.0147,0.0133,359.5874,161.5298,357.2121,1,1,1	-0.3879,0.7674,0.1988,356.3573,190.9976,97.4858,1,1,1	-0.4768,0.4221,0.229,359.0451,202.6529,87.4782,1,1,1	-0.2967,0.1467,0.1825,7.1502,222.0075,70.612,1,1,1	-0.343,0.0304,0.2438,7.9617,221.6786,335.6078,1,1,1	-0.3805,0.9604,0.1227,0.0674,6.3547,281.8989,1,1,1	-0.3849,1.0892,0.1233,359.4188,5.998,281.8813,1,1,1	-0.3893,1.218,0.1225,359.4188,5.9979,266.8813,1,1,1	-0.4254,1.3108,0.1253,0.6768,14.2931,270.5585,1,1,1	-0.3921,1.2177,0.0966,292.7897,331.6272,125.3269,1,1,1	-0.3958,1.1527,-0.0121,289.9058,237.4399,233.6252,1,1,1	-0.3453,0.9157,-0.0552,293.305,250.2392,235.0298,1,1,1	-0.3567,0.7554,-0.0715,16.3945,292.8813,184.2861,1,1,1	-0.3867,1.2183,0.1484,68.4613,39.7177,125.7514,1,1,1	-0.3704,1.151,0.2545,70.0568,131.9133,229.5646,1,1,1	-0.3073,0.9157,0.289,68.223,123.4192,234.9306,1,1,1	-0.318,0.7558,0.31,342.1499,80.8363,183.6451,1,1,1
10.1095,11,1	-0.404,0,0.1062,0,274.9939,0,1,1,1	-0.404,0,0.1062,0,274.9939,0,1,1,1	-0.404,0,0.1062,0,274.9939,0,1,1,1	-0.404,0,0.1062,0,274.9939,0,1,1,1	-0.4058,0.7691,0.121,359.9927,7.1066,268.758,1,1,1	-0.4047,0.8141,0.1209,359.9928,7.1069,273.7125,1,1,1	-0.415,0.7691,0.0472,5.5217,188.3741,96.5113,1,1,1	-0.5026,0.4197,0.0569,4.2891,181.2225,104.9997,1,1,1	-0.4098,0.1002,0.0477,0.2146,162.0061,89.8498,1,1,1	-0.5144,0.0144,0.0141,359.7413,162.0185,357.1642,1,1,1	-0.3966,0.7691,0.1948,356.5631,190.5706,98.0832,1,1,1	-0.489,0.4249,0.2263,359.3904,202.2933,88.7976,1,1,1	-0.3139,0.1454,0.1849,7.7579,221.753,72.7093,1,1,1	-0.363,0.0321,0.2494,8.5816,221.4535,337.7008,1,1,1	-0.3886,0.9621,0.1189,359.8961,6.5349,281.7583,1,1,1	-0.3927,1.0909,0.1191,359.4911,6.4184,281.7387,1,1,1	-0.3969,1.2198,0.1184,359.4911,6.4184,266.7387,1,1,1	-0.4326,1.3126,0.1216,0.5644,14.649,270.5446,1,1,1	-0.3998,1.2195,0.0926,292.6823,332.3509,125.0227,1,1,1	-0.4045,1.1544,-0.0161,289.4691,236.9044,235.0612,1,1,1	-0.3572,0.9168,-0.0591,292.7838,250.2973,236.1318,1,1,1	-0.3707,0.7565,-0.0746,15.3199,294.0544,184.1873,1,1,1	-0.394,1.22,0.1443,68.6385,40.046,125.6322,1,1,1	-0.3771,1.1525,0.2502,69.4874,132.1904,229.4591,1,1,1	-0.3119,0.9174,0.2828,67.4477,123.4498,234.7725,1,1,1	-0.3207,0.7573,0.3028,341.3159,80.932,184.1194,1,1,1
10.162,11,1	-0.4127,0,0.1062,0,274.7817,0,1,1,1	-0.4127,0,0.1062,0,274.7817,0,1,1,1	-0.4127,0,0.1062,0,274.7817,0,1,1,1	-0.4127,0,0.1062,0,274.7817,0,1,1,1	-0.4153,0.7709,0.1161,0.016,6.9192,268.6983,1,1,1	-0.4141,0.8159,0.116,0.0161,6.9194,273.6528,1,1,1	-0.4242,0.7709,0.0423,6.0716,188.2928,94.9174,1,1,1	-0.5018,0.419,0.054,4.793,181.4067,104.6365,1,1,1	-0.4069,0.0998,0.0472,0.3081,162.5367,89.8827,1,1,1	-0.5118,0.0141,0.0147,359.8058,162.5503,357.0327,1,1,1	-0.4063,0.7709,0.1899,356.7543,190.1615,98.2066,1,1,1	-0.4995,0.4269,0.222,359.5881,201.9738,91.2234,1,1,1	-0.3349,0.1403,0.1869,7.994,221.6975,75.5996,1,1,1	-0.3884,0.0312,0.2551,8.8057,221.4494,340.7526,1,1,1	-0.3979,0.9639,0.114,359.7974,6.6993,281.6292,1,1,1	-0.4017,1.0927,0.114,359.616,6.8008,281.6179,1,1,1	-0.4056,1.2216,0.1136,359.616,6.8008,266.6178,1,1,1	-0.4411,1.3145,0.1172,0.5175,14.1387,270.511,1,1,1	-0.4087,1.2214,0.0878,292.6716,333.0656,124.6595,1,1,1	-0.4143,1.1564,-0.0209,288.9821,235.9982,236.751,1,1,1	-0.3704,0.918,-0.0637,292.1985,250.1568,237.2474,1,1,1	-0.3861,0.7579,-0.0783,14.1361,295.0162,183.6864,1,1,1	-0.4026,1.2217,0.1395,68.7911,40.5038,125.6318,1,1,1	-0.3849,1.154,0.2451,68.7949,132.5892,229.1734,1,1,1	-0.317,0.9194,0.2753,66.4882,123.4922,234.1107,1,1,1	-0.3229,0.7591,0.2945,340.1892,81.4754,184.4365,1,1,1
