0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
3.968,11,1	0.1039,0,0.1142,0,95.7906,0,1,1,1	0.1039,0,0.1142,0,95.7906,0,1,1,1	0.1039,0,0.1142,0,95.7906,0,1,1,1	0.1039,0,0.1142,0,95.7906,0,1,1,1	0.0731,0.7753,0.1025,356.7303,175.5549,276.0351,1,1,1	0.0775,0.82,0.1054,356.7304,175.5552,280.9896,1,1,1	0.0673,0.771,0.1765,9.2509,353.9999,90.6516,1,1,1	0.1216,0.4131,0.1613,11.4977,357.1385,107.0998,1,1,1	0.0417,0.0903,0.1235,2.9042,352.5453,95.5596,1,1,1	0.1591,0.016,0.135,3.6355,352.6437,9.7509,1,1,1	0.0788,0.7795,0.0284,0.0071,357.1702,99.7818,1,1,1	0.1877,0.4381,-0.0011,359.539,10.1167,114.6458,1,1,1	0.1448,0.1076,-0.0224,355.0016,34.1317,98.3356,1,1,1	0.2486,0.0392,-0.0855,354.3243,34.0082,12.2516,1,1,1	0.0795,0.9686,0.114,347.7989,179.0605,296.1912,1,1,1	0.1151,1.0896,0.1408,353.4819,188.8075,289.5196,1,1,1	0.1385,1.2159,0.1518,353.4819,188.8075,274.5196,1,1,1	0.1876,1.3024,0.1542,2.1636,197.4163,270.6928,1,1,1	0.1426,1.2129,0.1773,293.6855,139.3894,145.0178,1,1,1	0.1489,1.1404,0.2811,298.048,60.9691,247.3305,1,1,1	0.0902,0.9024,0.3022,305.2797,83.7931,241.4004,1,1,1	0.0733,0.7417,0.3031,20.3337,130.2557,196.3615,1,1,1	0.1346,1.2188,0.1262,58.2515,230.7839,132.0753,1,1,1	0.0985,1.1655,0.017,67.8255,285.7285,196.1225,1,1,1	0.0008,0.949,-0.0473,67.7036,285.5064,207.4091,1,1,1	-0.0059,0.7943,-0.0937,340.4694,273.5302,172.5338,1,1,1
4.0195,11,1	0.1006,0,0.1142,0,99.1876,0,1,1,1	0.1006,0,0.1142,0,99.1876,0,1,1,1	0.1006,0,0.1142,0,99.1876,0,1,1,1	0.1006,0,0.1142,0,99.1876,0,1,1,1	0.0666,0.7754,0.1049,356.2769,177.8638,277.0588,1,1,1	0.0719,0.82,0.108,356.2769,177.8641,282.0133,1,1,1	0.0639,0.7706,0.1791,9.5996,353.4316,90.4439,1,1,1	0.1174,0.4123,0.162,11.9239,352.6606,107.5084,1,1,1	0.0432,0.0889,0.1159,3.0309,346.8354,96.2752,1,1,1	0.1597,0.0161,0.1392,3.6772,346.9278,9.9835,1,1,1	0.0694,0.7803,0.0308,1.3802,3.5486,100.702,1,1,1	0.1791,0.4422,-0.019,0.5634,23.7682,113.8237,1,1,1	0.1257,0.1135,-0.0331,357.843,51.7326,97.1691,1,1,1	0.2021,0.0424,-0.1255,357.0872,51.6081,11.5191,1,1,1	0.0769,0.9685,0.1179,347.5576,181.8325,296.9759,1,1,1	0.1155,1.0889,0.1432,352.8119,191.9206,290.5383,1,1,1	0.142,1.2146,0.1538,352.812,191.9206,275.5382,1,1,1	0.1928,1.3002,0.1541,2.2272,209.4667,270.7262,1,1,1	0.1474,1.2113,0.1791,293.8161,141.0214,147.351,1,1,1	0.1595,1.1378,0.2816,299.0926,63.5754,247.2061,1,1,1	0.0978,0.9006,0.3035,305.9577,85.6689,242.2739,1,1,1	0.0791,0.7401,0.3036,20.4267,133.9287,194.8842,1,1,1	0.1367,1.2178,0.1285,56.5809,235.2827,132.5751,1,1,1	0.0915,1.1671,0.0215,67.5896,286.2389,192.1612,1,1,1	-0.0132,0.9532,-0.0406,67.0273,285.5594,202.3437,1,1,1	-0.0271,0.8002,-0.0907,339.013,279.0089,170.323,1,1,1
4.0737,11,1	0.0928,0,0.1138,0,102.5471,0,1,1,1	0.0928,0,0.1138,0,102.5471,0,1,1,1	0.0928,0,0.1138,0,102.5471,0,1,1,1	0.0928,0,0.1138,0,102.5471,0,1,1,1	0.0607,0.7728,0.1089,356.2416,180.7725,277.1818,1,1,1	0.0663,0.8173,0.1118,356.2417,180.7727,282.1364,1,1,1	0.0617,0.7679,0.1831,9.7348,353.071,90.591,1,1,1	0.1163,0.4099,0.1657,12.2594,347.8398,106.9936,1,1,1	0.0438,0.0876,0.1112,3.073,340.875,96.6861,1,1,1	0.1578,0.0155,0.1466,3.7362,340.9754,10.4964,1,1,1	0.0597,0.7777,0.0347,3.1008,9.316,101.2104,1,1,1	0.1649,0.4429,-0.0361,2.8404,31.2824,109.3302,1,1,1	0.0818,0.121,-0.0406,4.3207,58.9359,93.0806,1,1,1	0.1358,0.0418,-0.1418,3.3688,58.8391,8.5027,1,1,1	0.0721,0.9658,0.1215,347.6233,185.288,295.8715,1,1,1	0.1097,1.0869,0.1446,352.7928,195.3697,290.1795,1,1,1	0.1361,1.2128,0.1539,352.7928,195.3697,275.1795,1,1,1	0.1863,1.2986,0.1514,1.4442,221.1192,271.7194,1,1,1	0.143,1.2095,0.1788,293.3047,144.336,147.4382,1,1,1	0.1614,1.1353,0.2799,299.5125,66.9742,247.282,1,1,1	0.0996,0.8984,0.3047,305.9503,87.6776,243.7962,1,1,1	0.0811,0.7379,0.3033,19.5324,136.6594,194.0687,1,1,1	0.1293,1.216,0.129,56.1601,237.8542,131.3587,1,1,1	0.0775,1.1668,0.0244,68.3509,287.4246,189.3133,1,1,1	-0.0297,0.9534,-0.0354,67.3413,286.3062,198.669,1,1,1	-0.0476,0.8017,-0.0882,338.5504,283.4912,169.2549,1,1,1
4.1279,11,1	0.089,0,0.1125,0,105.7882,0,1,1,1	0.089,0,0.1125,0,105.7882,0,1,1,1	0.089,0,0.1125,0,105.7882,0,1,1,1	0.089,0,0.1125,0,105.7882,0,1,1,1	0.0614,0.7701,0.1105,356.3495,183.7398,276.8636,1,1,1	0.0669,0.8146,0.113,356.3496,183.74,281.8181,1,1,1	0.0663,0.7653,0.1845,9.2576,351.691,90.2359,1,1,1	0.1186,0.4069,0.171,12.1968,341.9588,105.9322,1,1,1	0.0463,0.0862,0.1082,3.035,334.7376,97.1768,1,1,1	0.1563,0.0152,0.1559,3.6637,334.8372,10.7933,1,1,1	0.0566,0.7748,0.0364,5.2116,14.3116,101.2871,1,1,1	0.1526,0.4425,-0.0552,5.4671,36.2069,105.1619,1,1,1	0.0422,0.129,-0.0503,7.4435,63.3695,88.1459,1,1,1	0.08,0.0407,-0.1513,6.4899,63.3552,3.5546,1,1,1	0.0723,0.9632,0.1221,347.3365,188.6687,294.3195,1,1,1	0.1081,1.085,0.1443,352.9834,198.9712,289.1301,1,1,1	0.1326,1.2113,0.1523,352.9834,198.9712,274.1301,1,1,1	0.181,1.2981,0.147,1.0198,230.5284,272.5704,1,1,1	0.1411,1.2081,0.1768,292.7765,148.8306,145.8733,1,1,1	0.1659,1.1341,0.2765,299.6383,69.6416,247.7886,1,1,1	0.1055,0.897,0.3035,305.7897,89.4404,244.9372,1,1,1	0.0873,0.7365,0.3012,19.5463,138.5241,192.9669,1,1,1	0.1243,1.2145,0.1279,56.4477,239.9318,129.5647,1,1,1	0.0667,1.1658,0.0261,69.3066,288.5653,186.8264,1,1,1	-0.0417,0.9524,-0.0314,68.4747,287.7481,196.384,1,1,1	-0.0607,0.8015,-0.0862,339.7658,287.5797,168.2681,1,1,1
4.179,11,1	0.0883,0,0.1103,0,108.8589,0,1,1,1	0.0883,0,0.1103,0,108.8589,0,1,1,1	0.0883,0,0.1103,0,108.8589,0,1,1,1	0.0883,0,0.1103,0,108.8589,0,1,1,1	0.0649,0.7681,0.1097,356.5234,186.8277,276.3917,1,1,1	0.0701,0.8128,0.1118,356.5234,186.8279,281.3462,1,1,1	0.0738,0.7636,0.1834,8.5968,350.9614,89.5943,1,1,1	0.1217,0.4045,0.1739,11.5243,336.5981,104.9098,1,1,1	0.0486,0.0851,0.1061,2.9327,328.2761,97.646,1,1,1	0.153,0.015,0.1664,3.4845,328.3659,10.8218,1,1,1	0.0561,0.7726,0.036,6.1234,17.0023,101.3591,1,1,1	0.1466,0.4415,-0.0652,7.8838,40.1164,103.3971,1,1,1	0.0211,0.1339,-0.0562,11.0275,69.7927,85.7774,1,1,1	0.0401,0.0422,-0.1595,10.0129,69.8169,1.5403,1,1,1	0.0748,0.9614,0.1203,347.0601,192.0098,292.8766,1,1,1	0.1089,1.0838,0.1419,353.1701,202.3884,288.0307,1,1,1	0.1314,1.2105,0.149,353.1701,202.3884,273.0307,1,1,1	0.1778,1.2983,0.1412,1.2648,235.585,272.9697,1,1,1	0.1413,1.2074,0.1728,292.3132,153.2305,144.1166,1,1,1	0.172,1.1336,0.2712,299.633,72.3147,247.6483,1,1,1	0.1127,0.8966,0.3011,305.7033,91.9565,245.1523,1,1,1	0.0948,0.7361,0.2992,19.3413,141.3332,192.6076,1,1,1	0.1216,1.2136,0.1251,57.1105,241.9135,128.0271,1,1,1	0.0592,1.1646,0.0263,70.6798,292.0922,186.1418,1,1,1	-0.0487,0.9496,-0.0259,70.3478,290.7778,194.9261,1,1,1	-0.0677,0.7993,-0.0821,341.1041,291.924,167.362,1,1,1
4.2336,11,1	0.0883,0,0.1056,0,111.8043,0,1,1,1	0.0883,0,0.1056,0,111.8043,0,1,1,1	0.0883,0,0.1056,0,111.8043,0,1,1,1	0.0883,0,0.1056,0,111.8043,0,1,1,1	0.0683,0.7668,0.1058,356.7354,190.0235,275.6978,1,1,1	0.073,0.8115,0.1075,356.7354,190.0238,280.6523,1,1,1	0.0812,0.7626,0.1789,7.8698,351.0584,88.9766,1,1,1	0.1246,0.4029,0.1732,10.3171,331.8669,103.899,1,1,1	0.0491,0.0846,0.1031,2.5909,321.3907,97.6907,1,1,1	0.1453,0.0146,0.1759,3.0968,321.4722,10.601,1,1,1	0.0553,0.771,0.0327,5.8641,19.5413,101.9853,1,1,1	0.1452,0.4409,-0.0721,8.7774,44.8962,103.7871,1,1,1	0.0191,0.1338,-0.0577,12.4893,77.821,85.6956,1,1,1	0.0211,0.0424,-0.163,11.4194,77.8452,1.7722,1,1,1	0.0763,0.9602,0.1156,347.0881,195.2565,291.4666,1,1,1	0.1085,1.0833,0.136,353.472,205.4014,287.0405,1,1,1	0.1292,1.2104,0.1423,353.472,205.4014,272.0405,1,1,1	0.1735,1.2989,0.1325,1.7888,238.0826,273.4236,1,1,1	0.1403,1.2074,0.1656,291.8106,158.0262,141.945,1,1,1	0.177,1.134,0.2622,299.5139,74.9498,247.103,1,1,1	0.119,0.8971,0.2955,305.8015,95.1569,244.0417,1,1,1	0.1009,0.7365,0.2962,19.2555,143.979,192.1221,1,1,1	0.1181,1.2133,0.1189,58.0391,243.8154,126.9722,1,1,1	0.0518,1.1632,0.0232,71.5378,297.4162,187.9887,1,1,1	-0.0551,0.9462,-0.0216,71.9666,295.8735,196.5058,1,1,1	-0.0733,0.7955,-0.077,342.5907,295.1489,167.7468,1,1,1
4.2878,11,1	0.0883,0,0.0984,0,114.6119,0,1,1,1	0.0883,0,0.0984,0,114.6119,0,1,1,1	0.0883,0,0.0984,0,114.6119,0,1,1,1	0.0883,0,0.0984,0,114.6119,0,1,1,1	0.0717,0.7668,0.0991,356.8847,193.2877,274.7811,1,1,1	0.0758,0.8115,0.1006,356.8848,193.2879,279.7356,1,1,1	0.0888,0.7627,0.1713,7.0177,352.5119,88.3578,1,1,1	0.1275,0.4026,0.1693,8.6216,329.4086,103.0352,1,1,1	0.0461,0.0853,0.102,2.5009,316.0346,96.9355,1,1,1	0.1343,0.0137,0.1827,3.0304,316.1134,9.9756,1,1,1	0.0546,0.7708,0.0268,4.7884,22.4421,102.4803,1,1,1	0.1442,0.4405,-0.0777,7.333,47.6019,104.5519,1,1,1	0.0273,0.1302,-0.0553,11.5114,80.1923,84.51,1,1,1	0.0257,0.0364,-0.1585,10.5501,80.2394,359.9797,1,1,1	0.0771,0.9602,0.1086,348.0691,198.5843,290.3293,1,1,1	0.1075,1.0843,0.1261,354.1517,208.2374,286.3627,1,1,1	0.1264,1.2117,0.1307,354.1517,208.2374,271.3627,1,1,1	0.1688,1.3009,0.1183,2.2569,238.6471,273.4914,1,1,1	0.1387,1.2091,0.1535,291.8412,162.8711,139.5491,1,1,1	0.1808,1.1367,0.2487,298.9411,78.0647,246.0344,1,1,1	0.126,0.8999,0.2868,305.6352,98.9972,242.1452,1,1,1	0.1088,0.7392,0.2912,19.234,146.3274,190.978,1,1,1	0.1142,1.2144,0.1079,59.1549,246.245,126.8164,1,1,1	0.0446,1.1624,0.0156,71.3576,303.8989,191.528,1,1,1	-0.063,0.9438,-0.0193,72.9577,303.6751,201.1582,1,1,1	-0.0801,0.7919,-0.0718,343.8484,299.1447,167.4803,1,1,1
4.3395,11,1	0.087,0,0.0846,0,117.2211,0,1,1,1	0.087,0,0.0846,0,117.2211,0,1,1,1	0.087,0,0.0846,0,117.2211,0,1,1,1	0.087,0,0.0846,0,117.2211,0,1,1,1	0.0727,0.7661,0.0832,357.2905,196.4557,274.0881,1,1,1	0.0763,0.8109,0.0843,357.2906,196.4559,279.0425,1,1,1	0.0937,0.7626,0.1544,5.0156,353.9658,88.4447,1,1,1	0.1315,0.4033,0.164,6.5258,329.2294,101.4562,1,1,1	0.0369,0.0892,0.1024,2.8634,314.5254,93.9639,1,1,1	0.1209,0.0115,0.1821,4.5898,314.7974,13.9054,1,1,1	0.0517,0.7696,0.0119,2.7483,25.519,103.0303,1,1,1	0.1434,0.4385,-0.0879,4.2161,49.9943,105.5355,1,1,1	0.044,0.1232,-0.054,9.5111,80.7571,83.1005,1,1,1	0.0439,0.0264,-0.1543,8.16,80.83,0.7911,1,1,1	0.076,0.9597,0.0918,348.5578,201.6734,289.0118,1,1,1	0.1042,1.0844,0.1077,355.0072,211.152,285.9871,1,1,1	0.1216,1.2121,0.1103,355.0072,211.152,270.9871,1,1,1	0.1622,1.3017,0.0949,2.3753,238.391,273.434,1,1,1	0.135,1.2099,0.1324,292.2074,166.737,138.026,1,1,1	0.1818,1.1387,0.2263,297.7997,81.8472,244.3716,1,1,1	0.1328,0.9017,0.2706,304.7609,102.9393,240.3409,1,1,1	0.1188,0.7408,0.2781,19.7541,148.6549,189.5555,1,1,1	0.1082,1.2144,0.088,60.2487,248.731,127.0366,1,1,1	0.0359,1.1604,-0.0009,70.4133,310.3155,195.0397,1,1,1	-0.0734,0.9411,-0.0243,72.5793,310.4381,205.6476,1,1,1	-0.0915,0.788,-0.0726,343.5358,300.8978,168.5023,1,1,1
4.3934,11,1	0.0854,0,0.0691,0,119.8375,0,1,1,1	0.0854,0,0.0691,0,119.8375,0,1,1,1	0.0854,0,0.0691,0,119.8375,0,1,1,1	0.0854,0,0.0691,0,119.8375,0,1,1,1	0.0736,0.7652,0.0652,358.017,200.1211,273.3073,1,1,1	0.0764,0.8101,0.0658,358.0171,200.1214,278.2617,1,1,1	0.0991,0.7626,0.135,2.0577,356.1246,88.7946,1,1,1	0.138,0.4053,0.1617,4.2392,331.9983,98.8348,1,1,1	0.0223,0.0975,0.1096,3.5649,317.3002,88.4976,1,1,1	0.1053,0.0093,0.1787,6.6038,317.6876,15.9759,1,1,1	0.048,0.7678,-0.0046,0.5759,29.9083,104.0829,1,1,1	0.1434,0.4373,-0.1032,0.5271,54.0745,106.5379,1,1,1	0.0665,0.1176,-0.0549,5.3488,82.9861,83.8594,1,1,1	0.0698,0.0213,-0.1556,2.9198,82.9536,7.6695,1,1,1	0.0741,0.9589,0.0722,349.6711,204.9834,288.065,1,1,1	0.1002,1.0844,0.0852,355.8224,213.7301,285.4966,1,1,1	0.1158,1.2124,0.0861,355.8224,213.7301,270.4966,1,1,1	0.1543,1.3024,0.0683,2.2453,238.2014,273.6043,1,1,1	0.1303,1.2105,0.1076,292.5535,170.3547,136.3249,1,1,1	0.181,1.1406,0.2004,296.2295,84.9671,242.2983,1,1,1	0.1391,0.9033,0.2503,303.3307,106.0767,238.0727,1,1,1	0.13,0.7422,0.2605,19.6422,150.0247,187.2491,1,1,1	0.1014,1.2142,0.0645,61.365,251.0331,127.1707,1,1,1	0.0268,1.1582,-0.0213,69.0707,316.8434,198.9117,1,1,1	-0.0836,0.9385,-0.0319,70.929,316.8051,209.7471,1,1,1	-0.1044,0.7839,-0.0738,342.0749,302.5728,170.0938,1,1,1
4.448,11,1	0.0906,0,0.0585,0,122.3846,0,1,1,1	0.0906,0,0.0585,0,122.3846,0,1,1,1	0.0906,0,0.0585,0,122.3846,0,1,1,1	0.0906,0,0.0585,0,122.3846,0,1,1,1	0.0812,0.7627,0.0522,358.8175,203.9758,272.7464,1,1,1	0.0834,0.8076,0.0522,358.8176,203.976,277.7009,1,1,1	0.1114,0.7612,0.1201,359.2967,359.7436,88.4596,1,1,1	0.1497,0.4056,0.1614,2.0838,337.7024,96.0467,1,1,1	0.0114,0.1052,0.1265,2.7251,323.698,82.4458,1,1,1	0.0931,0.0061,0.1806,7.0129,324.0563,17.0767,1,1,1	0.051,0.7642,-0.0158,358.112,35.7183,105.5722,1,1,1	0.1511,0.436,-0.1171,356.8257,64.1315,107.1628,1,1,1	0.104,0.1139,-0.0502,0.4328,94.8247,88.0077,1,1,1	0.0943,0.0246,-0.1568,358.6796,94.7331,7.9782,1,1,1	0.0793,0.9564,0.0574,351.216,208.3142,286.9077,1,1,1	0.1023,1.0829,0.0672,356.8491,216.0496,285.0617,1,1,1	0.1158,1.2111,0.0661,356.8491,216.0496,270.0617,1,1,1	0.152,1.3015,0.0459,2.2035,237.7165,273.3333,1,1,1	0.1311,1.2096,0.0871,293.0508,173.999,134.3866,1,1,1	0.1857,1.1413,0.1788,294.4472,88.5392,240.0773,1,1,1	0.1523,0.9038,0.2341,301.4953,108.6391,236.0735,1,1,1	0.1493,0.7427,0.2457,18.9692,149.847,184.6811,1,1,1	0.1005,1.2125,0.0451,62.508,253.2863,127.5144,1,1,1	0.0241,1.1543,-0.0376,67.5981,321.9622,202.4106,1,1,1	-0.0864,0.9344,-0.0371,68.4934,321.4289,213.213,1,1,1	-0.11,0.7783,-0.0713,340.0004,303.3484,172.2728,1,1,1
4.5002,11,1	0.1013,0,0.0425,0,124.698,0,1,1,1	0.1013,0,0.0425,0,124.698,0,1,1,1	0.1013,0,0.0425,0,124.698,0,1,1,1	0.1013,0,0.0425,0,124.698,0,1,1,1	0.0931,0.7584,0.0339,359.5851,207.787,272.1855,1,1,1	0.0947,0.8033,0.0334,359.5851,207.7872,277.14,1,1,1	0.1278,0.7579,0.0997,357.5834,4.842,88.4968,1,1,1	0.1707,0.4038,0.1479,0.0038,344.068,92.9545,1,1,1	0.0112,0.1125,0.1347,0.7738,328.5851,75.6981,1,1,1	0.085,0.0025,0.178,6.195,328.7063,16.8624,1,1,1	0.0585,0.7589,-0.0319,355.2851,36.7934,106.8166,1,1,1	0.1719,0.433,-0.1266,354.9364,66.1704,106.4882,1,1,1	0.1353,0.1116,-0.0503,359.132,98.4838,92.4206,1,1,1	0.1198,0.0308,-0.1628,358.4318,98.4298,6.405,1,1,1	0.0887,0.9521,0.0378,352.45,211.4503,285.7882,1,1,1	0.1087,1.0792,0.0453,357.497,218.0759,284.818,1,1,1	0.1208,1.2075,0.043,357.497,218.0759,269.8179,1,1,1	0.1554,1.2982,0.0209,2.2925,237.1147,272.908,1,1,1	0.1369,1.2064,0.0634,293.4261,176.2799,133.5476,1,1,1	0.1942,1.139,0.1541,292.7744,91.4537,237.6241,1,1,1	0.1684,0.9016,0.2138,299.4305,109.7111,234.2675,1,1,1	0.1716,0.7405,0.226,17.8603,148.4926,182.3504,1,1,1	0.1048,1.2086,0.0225,63.6999,255.6467,128.3267,1,1,1	0.0271,1.1481,-0.0573,66.5862,325.4732,205.1572,1,1,1	-0.0823,0.9278,-0.0493,66.1401,323.579,215.4354,1,1,1	-0.108,0.7707,-0.077,337.9442,302.6391,174.2679,1,1,1
4.5536,11,1	0.1111,0,0.0287,0,127.0324,0,1,1,1	0.1111,0,0.0287,0,127.0324,0,1,1,1	0.1111,0,0.0287,0,127.0324,0,1,1,1	0.1111,0,0.0287,0,127.0324,0,1,1,1	0.1062,0.7542,0.0175,359.658,211.3969,270.8984,1,1,1	0.1068,0.7992,0.0175,359.658,211.3971,275.8529,1,1,1	0.1449,0.7538,0.081,356.3655,10.8228,89.2038,1,1,1	0.1984,0.4014,0.1311,358.3368,352.5868,88.5091,1,1,1	0.0157,0.1242,0.1467,358.1549,335.5858,66.2048,1,1,1	0.0743,0.0016,0.1777,3.7117,334.8368,8.4395,1,1,1	0.0675,0.7547,-0.0459,353.7675,38.8319,105.5547,1,1,1	0.1775,0.4255,-0.1331,353.7765,65.2633,105.4642,1,1,1	0.1431,0.1057,-0.0496,359.1611,94.6958,93.4484,1,1,1	0.1348,0.0269,-0.1643,358.9345,94.6795,4.7374,1,1,1	0.0982,0.9477,0.0238,355.01,214.7258,284.7178,1,1,1	0.1134,1.0757,0.0269,358.0338,219.8493,284.5444,1,1,1	0.1242,1.2041,0.0236,358.0338,219.8493,269.5444,1,1,1	0.1572,1.2951,0.0001,2.3964,236.7437,272.9998,1,1,1	0.1409,1.2032,0.0435,293.4696,178.4906,132.8254,1,1,1	0.201,1.1362,0.1328,291.1335,94.0979,234.8823,1,1,1	0.1823,0.8992,0.1964,297.0399,109.8416,232.6469,1,1,1	0.1923,0.7384,0.2085,16.3155,146.4913,179.6522,1,1,1	0.1075,1.205,0.0036,64.6175,258.2735,129.1956,1,1,1	0.0282,1.1426,-0.073,66.1462,330.2073,209.1459,1,1,1	-0.0767,0.9205,-0.0583,64.273,326.55,218.0251,1,1,1	-0.1031,0.7625,-0.0798,336.8142,302.5489,175.9511,1,1,1
4.6082,11,1	0.118,0,0.0158,0,129.2779,0,1,1,1	0.118,0,0.0158,0,129.2779,0,1,1,1	0.118,0,0.0158,0,129.2779,0,1,1,1	0.118,0,0.0158,0,129.2779,0,1,1,1	0.1147,0.7519,0.0035,359.4193,214.8996,269.9593,1,1,1	0.1148,0.7969,0.004,359.4194,214.8998,274.9138,1,1,1	0.1572,0.7511,0.0645,356.1124,18.0969,90.7772,1,1,1	0.2263,0.4003,0.1057,357.8287,3.9554,83.2804,1,1,1	0.0258,0.141,0.1606,354.9068,347.2038,54.879,1,1,1	0.063,0.0082,0.1812,358.0825,345.715,344.9614,1,1,1	0.0721,0.7526,-0.0575,352.8206,41.1669,104.6961,1,1,1	0.1786,0.4215,-0.1415,352.5571,63.9078,104.8718,1,1,1	0.1467,0.1027,-0.053,359.234,89.684,91.8534,1,1,1	0.1484,0.0208,-0.1657,359.0595,89.6768,2.8437,1,1,1	0.1049,0.9452,0.0127,358.0596,218.014,283.0413,1,1,1	0.1131,1.0738,0.0118,359.0753,221.4759,283.1598,1,1,1	0.1199,1.2025,0.0086,359.0753,221.4759,268.1598,1,1,1	0.1495,1.2944,-0.0156,2.6762,234.7131,272.8369,1,1,1	0.1372,1.2021,0.028,293.578,184.5017,128.0752,1,1,1	0.202,1.1372,0.1155,287.6911,94.6851,234.9073,1,1,1	0.1982,0.8993,0.1782,292.9772,111.8096,231.1492,1,1,1	0.2196,0.7394,0.1877,13.8802,147.3821,175.8718,1,1,1	0.1027,1.2029,-0.011,66.6113,259.26,128.586,1,1,1	0.0236,1.1376,-0.0853,66.5138,336.7487,214.5283,1,1,1	-0.0726,0.9119,-0.0653,64.131,331.7278,221.8697,1,1,1	-0.0959,0.753,-0.0833,337.2108,303.5531,178.0463,1,1,1
4.659,11,1	0.1271,0,0.003,0,131.34,0,1,1,1	0.1271,0,0.003,0,131.34,0,1,1,1	0.1271,0,0.003,0,131.34,0,1,1,1	0.1271,0,0.003,0,131.34,0,1,1,1	0.1235,0.7519,-0.0084,359.6574,217.3373,269.0345,1,1,1	0.1229,0.7969,-0.0076,359.6575,217.3375,273.9891,1,1,1	0.1686,0.7515,0.0507,357.0316,25.1642,93.3617,1,1,1	0.2542,0.4025,0.0712,0.0021,16.8314,77.7292,1,1,1	0.0449,0.1627,0.1669,353.8518,6.1467,46.8405,1,1,1	0.0681,0.0258,0.1792,354.7135,5.4218,323.2892,1,1,1	0.0784,0.7524,-0.0675,352.0668,41.9005,103.9908,1,1,1	0.1838,0.4197,-0.1468,352.1174,61.5591,104.1772,1,1,1	0.1485,0.1022,-0.0551,359.5559,85.1695,90.8568,1,1,1	0.1585,0.0183,-0.166,359.4233,85.1667,1.6091,1,1,1	0.1112,0.945,0.0024,359.4742,220.4025,282.2405,1,1,1	0.1159,1.0738,0,0.0827,223.2489,282.4105,1,1,1	0.1198,1.2026,-0.0039,0.0827,223.2488,267.4104,1,1,1	0.1466,1.295,-0.0294,2.8107,233.2833,272.5349,1,1,1	0.1377,1.2026,0.015,293.9311,189.5486,124.7932,1,1,1	0.2071,1.1396,0.1003,285.4831,94.5439,237.0507,1,1,1	0.2143,0.9009,0.1596,290.2669,112.8706,231.5714,1,1,1	0.2426,0.7419,0.1652,11.2774,148.5754,174.0998,1,1,1	0.102,1.2025,-0.0229,67.6463,260.5922,128.1702,1,1,1	0.0219,1.1357,-0.0949,67.0907,342.3569,218.5881,1,1,1	-0.0669,0.9073,-0.0717,64.8079,336.0551,225.1311,1,1,1	-0.0862,0.7478,-0.0892,338.1472,303.8427,178.9294,1,1,1
